azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_198,"¶ Si solto, † o hizo soltar injustamẽte injustamente, al q̃ que estaua justamẽ te justamente preso por deuda. M. con obligaciō obligacion de restituir la deuda al acree dor, aun que lo hiziesse por piedad q Io. de Pla. in l. Quoties. đ de ex act. lib. 10.: sino quando el preso es tan pobre, que no puede pagar, ni hallar quien lo fie, o pague por el. Porque entonces, como el no peca soltandose, y huyendo: tampo co pecaria otro, haziendolo huyr, ni es obligado a restituyr al a creedor: aunque si, a satisfazer al carcelero el da ño, que por ello le vino, segun algunos. Mas no a nuestro parecer, ni a el de Caieta a 2. Sec. q. 69 art. 4.. que dize, que el preso, que se huye de la carcel licitamente, no es obligado al da ño del carcelero, porq̃ porque aquel da ño accidentalmen te acontece, sin la intencion del preso, que se suelta."
azp1556_ch17_199,"Diximos ( † pre so por deuda) porque el preso por delicto, que mereciesse muerte, o cortamiento de miembro, puede se huyr, segun lo siente S. Tho mas b 2. Sec. q. 69 ar. 4. ad. 2.: hora el pecado sea secreto, hora publico: hora sea condena do, hora no c Syl. ver. Fu gere., que quier que diga el Cardenal d In Clemen. Pastoralis. đ de re iudic.. Y aun quebrando o limando los grillos, y aun rompiendo la carcel: con tāto tanto, que no haga violẽcia violencia al carcelero, o a otro official alguno de justicia, que quier que digan Henrrico e Quodli. 9. arti. 25., y Syluestro f Vbi supra., como lo defiende bien Caieta g In d. arti. 4.. Y por mas fuerte razon puede huyr el q̃ que se busca para se prender justa o injustamente, con proposito de satisfazer lo que es obligado en consciencia."
azp1556_ch17_200,"† Y ansi mesmo puede vno sin pecado ayudar a otro que huya, y se libre de la justicia antes que le pren dan: quando ni obligacion de su officio, ni mandamiento del Rey ni de otro superior, ni la qualidad del delicto, ni otra cosa particu lar se lo veda, y (a su parecer) sin carcel, y sin pena temporal, el de linquente se emendara del pecado, como alibi h s. in c. Inter verba. 11. qō quaestio. 3. pa. 174. nu. 608. lo diximos, y aba xo lo diremos i Infrà c. 25. nu. 38.: a ñadiendo algo a Caietano k In d. arti. 4.."
azp1556_ch17_201,"¶ Si siendo esclauo huyo, o fue causa que el que lo era, huyesse de su se ñor. M. con obli gacion de restituyr el mesmo esclauo, si es possible: y sino otro tan bueno, o su valor, y mas todo lo que el esclauo hurto, quando se huyo. Porque como fue causa de la huyda, lo fue tambiẽ tambien de lo que para ello hurto l Arg. ca. fi. de iniur., segun lo arriba m In c. 11. nu mero. 12. dicho. Aunque quien esta pre so en poder de infieles, no peca huyendo, ni el que le ayudo n Arg. l. 1. C. Ne Christianũ Christianum mancip., y si fue tomado en tiempo de paz, o en guerra injusta o Arg. c. Dñs Dominus. 23. q. 2. &amp;. q. 8. c. vt pridem.."
azp1556_ch17_202,"† Lo mesmo es, si el Christiano injustamente esta detenido de otro. Mas si lo to mo en guerra justa: qual seria si los Christianos acometiessen a los infieles en tiempo de treguas, o paz assentada con ellos, obligaciō obligacion auria de restituyr su rescate honesto p Arg. c. Noli. 23. q. 1., aun que no la mesma perso na, por el peligro del alma. Ni aun seria obligado a restitucion al guna, en caso alguno, si el infiel ouiesse constre ñido al tal Christia no, aque se circuncidasse, o ydolatrasse. Porque entonces, por el mesmo hecho q cap. Nulla. 54. distin., queda del todo libre: y assi el que lo libro, no pe co, antes merecio r Sylue. verb."
azp1556_ch17_203,Furtum. q. 6..
azp1556_ch17_204,"¶ Si recibio † alguna cosa graciosa de quiẽ quien no lo podia donar. M. si la ignorancia probable no lo escusa, y es obli gado restituyr a Monal. ĩ in s ũ ma.. Los que no pueden donar, son Abades, religiosos monjas b ca. Nō Non dica tis. 12. q. 1., esclauos, y otros, que no tienen cosa propria suya: y los hijos, que estan so el poderio de sus padres c l. Filius fa mi. ff. de dona.: aunque estos biẽ bien pue den donar a parientes, quando tienen libre administracion, y aun a otros de sus bienes castrenses, y quasi castrenses d d. l. Filiꝰ Filius. cũ cum gl. &amp; Cōmuni Communi.. Pueden tam bien ellos, y todos los otros donar con licencia expressa, o tacita de los superiores: la qual se presumen tener los que con su licencia estudian, o peregrinan, para hazer limosna conforme a la que los otros estudiantes, y peregrinos de su qualidad comunmente ha zen e Arg. l. Si lō gius longius. ff. de iud. gl. d. c. Non di catis. &amp;. l. 2. ff. de iuris. om. iu., Y tambien en caso de necessidad extrema, y aun grāde grande, si no se quede auer recurso al superior, segun Panor. recebido f In c. Si ꝗs quis. đ de fur. &amp; glos. d. c. Non dicatis.. Tampo co puede donar comunmente la muger casada, que no tiene bie nes fuera de su dote (que se llaman parafernales) g Iuxta glo. c. Quod Deo pa ri. 33. q. 5. sin cōsentimien to consentimiento expresso, o tacito del marido, quando el no es obligado a ello, en que se pueden quasi incluyr los ocho casos, en que le es licito, q̃ que despues de otros h In 4. d. 15. los escriuio Syluestro i Verb. Elee mosyna. q. 5.."
azp1556_ch17_205,"Ni el furioso, † que no tiene ciertos espacios, e interualos, en q̃ que suele estar en su seso k l. Iulianꝰ Iulianus. ff. de minor.. Ni el huerfano, sin licẽcia llicencia de su tutor. l l. Pupillus. ff. de acquiren. rerum dom. Ni el prodigo que tiene ya curador, o le esta vedado el dar m l. Iscui. ff. đ de ver. obl. cũ cum no. ꝑ per Bar. &amp; alios.. Ni el menor de. xxv. a ños, aũque aunque valdra, si despues dellos lo ratificare n l. fi. C. si ma ior fact.. Ni las personas ecclesiasticas que no tienen otros bienes, sino los de la iglesia, como adelante se dira de los beneficiados. Ni los herejes, y traydores, ni otros seme jantes, que por sus delitos el derecho los priua de sus bienes, por el mesmo hecho o c. Vergẽtis Vergentis. de h æret. c. Cũ Cum secundum. eo. tit. lib. 6.: aunque los, a quien ellos donan, pueden tenerlos hasta la sentencia declaratoria p Ange. verb. donatio. 1. §. 4. Syl. eo. q. 1. §. 8.."
azp1556_ch17_206,"¶ Si recibio alguna cosa notable, sabiendo, que era agena para si, por contrato oneroso, o gratuito. M. q Alex. 4. ꝑt part. q. 86. con obligacion de restituyr r Vt dictũ dictum est supra eodem. c. nu. 10.."
azp1556_ch17_207,"¶ Si † fingio ser sancto, deuoto, pobre, enfermo, o religioso (no lo siendo) para con el tal fingimiẽ to fingimiento auer limosna, del que si supiera la verdad, no se la diera. M. con obligacion de restituyr lo que se le dio, no a aquellos, de quien lo recibio porque delante de Dios, ya alcan çaron su premio, mas a los pobres, segun Scoto s Scot. cōiter communiter receptus in 4. di. 15. q. 2. , y mas largo Adriano t In 4. de restitu. q. 15. ."
azp1556_ch17_208,"* El se ñor Soto v Libr. 9 qu æst. 7. arti. 3. de iu stitia &amp; iure. empero despues ha tenido, que este tal hypocrita no es obligado a restituyr, si la limosna no fue muy gruessa, y tal, que no se presume la diera quien la dio, sino la simulacion, y fiction. Pero porque ser ella delgada, o gruessa, no haze para mas de presumir, si tuuo, o no tuuo animo de enteramente donar x Argu. c. Et si qu æstiones. de Symo., seguimos la comun sobredi cha: limitando la que no proceda, quando la simulacion mas fue causa impulsiua a Textus opti mus in l. 1. §. fin. ff. de dona., que final de la limosna: qual parece ser la fictiō fiction con que se ganan las limosnas menudas, y que quando se ouiere de restituyr, no se ha de restituyr a quien la dio, como dize Soto, sino a pobres como dize la Comun, o (a nr̃ nuestro parecer) a ellos, o a o tras obras pias: porque parece, que dos fueron las causas finales de aquella limosna. s. Dios, y la necessidad del proximo tenido por sieruo suyo: y por esso, aunque esta segunda cessa, y por ello (quan to al tal sieruo fingido) la donacion no valga: pero vale quanto a Dios b Quia cessan te vna ex dua bus causis fina libus, non ces sat dispositio. §. Affinitatis. In stit. de nupt., y passo el se ñorio enel dela manera, que se dize passar el de lo que a su magestad se dona c Argu. l. si ꝗs quis ad declinandā declinandam iũcta iuncta gl. verbo Minui. C. de e pis. &amp; cler. &amp;. §. Si quis in noĩe nomine Auth. de eccle. titu. colla. 9. &amp; notat. per Inn. in c. cũ cum suꝑ. super de causa possess.: y por esso se ha de gastar en las co sas de su peculiar seruicio, aunque no por fuer ça en pobres, pues tā bien tambien otras obras pias son su peculiar seruicio: y no la ha de boluer al, que ya la dio, y traspasso su se ñorio en Dios, en la manera que enel se puede traspassar."
azp1556_ch17_209,*
azp1556_ch17_210,"¶ Si no pago al jornalero su jornal lue go. M d Cōtra Contra. c. 19. Leui. Non morabi t̃ morabitur opus merc ẽ mercem. &amp;c.: y aun tambien si el jornal de dinero, le pago en otra cosa. s. en pa ños, o en cosas de comer e l. Inuito. C. de solu., contra su voluntad, podiendo le pagar en lo ygualado: y si no pudiere pagar en lo ygualado, lo en que le pagare, se ha de estimar, segun el precio comun. Y si el jornalero por no auer menester aquello, lo vendiere, y no pudiere hallar quien le de el precio en que lo tomo, obligado es al da ño, segun S. Antonino f 2. par. tit. 1. c. 17. § 8., y la Comun: no es empero obli gado a le pagar jornal del tiempo, que estuuo doliente g Glos. in l. Si vno. §. Cũ Cum quid ā quidam. ff. Locati.. Y si quan do tomo, o aparejo algũ algun jornalero, o qualquier otro seruidor, que acostumbra alquilar su trabajo, sin hazer precio conel, ha le de pa gar alomenos otro tanto, quanto ouiera de dar a otro, que pudie ra tomar sobre concierto hecho. Y si el precio quedo a la disposi cion, o aluedrio del amo, ha de ser tassado a juyzio de buen varō varon h Federi. cōsi consi. 18. Ang. Sylu. verb."
azp1556_ch17_211,Familia..
azp1556_ch17_212,"¶ Si no † quiso pagar a los criados lo q̃ que les deuia por el concierto ta cito, o expresso, q̃ que con ellos hizo. M. con obligacion de restituyr, por lo proximamente dicho: y aun si no les quiere pagar mas de lo concertado, quando ello es menos notablemente, que la paga por sus seruicios merecida."
azp1556_ch17_213,"¶ De dōde donde se sigue, q̃ que los maestros de las artes mecanicas: quales son sastres, çapateros, carpinteros. &amp;c. que tomā toman criados, que llamā llaman aprẽdizes aprendizes, para les ense ñar sus officios, y por ello no les dā dan soldada alguna, o poca: y aun a las vezes tomā toman al go por el comer, q̃ que les dan: y los estudiantes de Salamāca Salamanca, y Coim bra, que tomā toman criados cō con concierto expresso, o tacito de darles vn tanto de tiẽpo tiempo para estudiar, y pan, y cada dos marauedis de ordi nario, y sendos pares de çapatos al mes, y despues los ocupā ocupan contra su volũtad voluntad, tāto tanto, q̃ que no pueden aprender aquellas artes, o estudiar, pecan con grā gran obligaciō obligacion de restituyr el da ño, que les viene por les auer quitado aq̃l aquel tiẽpo tiempo de aprẽder aprender, y estudiar. Y si con su voluntad los ocupan, son obligados a darles, quāto quanto deuierā deuieran dar a otros, q̃ que sin tiẽpo tiempo de estudiar ni aprẽder aprender, les siruieran."
azp1556_ch17_214,"¶ Siguese † tābien tambien, q̃ que pe can cō con obligaciō obligacion de restituyr, los que tomā toman mo ços, con cōcierto concierto q̃ que no estudien, y no les dan mas de lo suso dicho, que se da a los que tienẽ tienen tiẽpo tiempo de estudiar: porq̃ porque es notablemẽte notablemente menos, q̃ que la paga, por sus seruicios merecida. Siguese tābien tambien, q̃ que los se ñores, q̃ que sin concierto expresso, toman pajes peque ños a ruego de sus padres, y les dan de comer, y vestir tābi ẽ tambien como lo estauā estauan, quādo quando los tomarō tomaron: y por si, o por otros les ense ñan buena criā ça criança, y arte de hōbres hombres hōrados honrados, hasta q̃ que seā sean ya hōbres hombres, y entōces entonces los despidẽ despiden honestamẽte honestamente tratados, satis fazen cō con la obligaciō obligacion en q̃ que les son por justicia: porque no les deuen mas por cōcierto concierto expresso, ni tacito, ni merecen mas en aq̃lla aquella edad ni en aquel genero de seruicio, sino ouiesse ley, ꝓmessa promessa, o costũbre costumbre particular obligatoria, de darles mas."
azp1556_ch17_215,"¶ Siguese † tābi ẽ tambien, que los q̃ que to man algunos por mayordomos, veedores, secretarios, maestresa las, pajes, escuderos, mo ços de espuelas, o para otros semejātes semejantes offi cios, cō con obligaciō obligacion de que esten prestos para seruirles todos los dias y horas, q̃ que los amos quisieren, y no les dan de comer, ni vestir, sino vn tanto en dinero, q̃ que no les basta para ellos, les son obligados a pa gar lo demas, q̃ que para su comer, y vestir honesto les fue necessario, y mas algun razonable partido, segun la qualidad de los seruicios. Diximos (con obligaciō obligacion de que esten prestos para seruirles todos los dias, y horas). Porque si los toman para que solamente los sir uan tres, o quatro meses al a ño, no seran obligados a mas de lo q̃ que el seruicio de aq̃llos aquellos meses mereciere: ni si los toman para algunas ho ras del dia, como algunos doctores de Salamanca toman algunos escuderos para los acōpa ñar acompañar, quando salẽ salen, y bueluẽ bueluen de leer, y las fie stas, quando van, y bueluen de missa, ellos, o sus mugeres, no seran obligados a pagarles mas de lo que el seruicio de aquellas horas, (con la obligaciō obligacion de estar prestos para seruir en ellas) merece."
azp1556_ch17_216,"¶ Si guese † q̃ que tāpoco tampoco los Reyes, y se ñores, que dan a sus criados vn tāto tanto de quitaciō quitacion, q̃ que no les basta para comer, y vestir medianamente, sin mas obligacion de continuo seruicio, de solo morar, o residir tan to, dōde donde ellos, q̃ que parescan, alomenos vna vez en cada quinze dias, son obligados por justicia pagarles mas de aq̃lla aquella quitaciō quitacion, sino se siruẽ siruen mas de lo dicho dellos: porq̃ porque el cōcierto concierto expresso no los obli ga a mas, ni la justicia de los meritos. Pero si los ocupan, y se siruẽ siruen dellos mas, tāto tanto mas serā seran obligados, quāto quanto mas los ocuparẽ ocuparen en su seruicio, y menos tiempo les dexaren para se ocupar en otras co sas, que les cumplen. Porque la justicia de sus merecimientos sin pacto, o concierto expresso, los obliga a ello, por aquel derecho na tural, y diuino, que manda pagar al trabajador su trabajo a Luc. 10. c. 1. 13. q. 2. c."
azp1556_ch17_217,Cum secundum. de pr æbend..
azp1556_ch17_218,"¶ Si ocultamente † se entrego de lo que le era deuido por sus seruicios, por logros, por enga ños, o por qualquier otro licito, o ilicito con trato o delito, pudiendolo buenamente cobrar por justicia. O si (aunque no podia buenamente cobrar lo suyo por justicia) se pu so por ello a peligro de muerte, o perdimiento de algun miembro, en que la justicia lo pudiera condenar por via de hurto. O si fue cō tra contra su consciencia, que le dictaua ser pecado mortal entregarse por tal via. O aduertia, o deuia aduertir, que del ansi entregarse, se se guiria algun gran escandalo, o da ño a alguno, que la tal cosa (de que ansi se entrego) tenia en su poder depositada, o empe ñada, o emprestada. M. aunque no sea obligado a restituyr b Gabr. in 4. dist. 15. q. 3.. No es empe ro, ni aun venial, entregarse en la manera suso dicha de lo que se le deue, quando no lo pudiesse cobrar por justicia, por la negligẽcia negligencia, o parcialidad del juez, o por falta de prueua: o aunque lo pueda a uer, pero no buenamente, por ser ello poca cosa, y el gasto de pley tear sobre su cobran ça mucho: o porque de la tal demanda se se guirian enemistades: o ya que lo pudiesse cobrar sin pleyto, pero no sin perder la gracia, y buena amistad acostumbrada de quien lo deue c glo. sing. in c. Ius gentium. 1. d. &amp; Innocẽ tius Innocentius singulari ter. in c. Olim. 1. de rest. spo liato. ab omni bus receptus.: con tal que concurran en la tal entrega las condiciones si guientes."
