azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_169,"† ſe tẽ tem b ẽs Paraphrenais, dos q̃es quaes pode de ſpoer a ſua võtade vontade, ſaluo onde ho co ſtu me ou e ſtatutos da terra, outra cou ſa di ſpo ẽ. O viij. Se trouue dote ſuficiente, ⁊ ſabe alg ũa arte te çer, co ſer, laurar, v ẽder, c õprar, ou outra ſeme lh ãte (com q̃ que ſem faltar aa deuida admini ſtra ç ão da ca ſa) ganha. E a ſ ſi ſe pod ẽ c õcertar as openi õ es contrayras de hũa huma glo ſa. l. Sicut. ff. de oper. li bert. E dos Theolo gos. Thom. Ri chard. &amp; Palud. Pois que das taes cou ſas, que por ſua ar te ganhou, pode ga ſtar liurem ẽte, como ho ſente Bartolo In l. Caio. .ff. đ alim. &amp; cibar. cõ com tanto que (como di ſ ſe ſanctam ẽte A ſten ſe) ſua familia ho n ão aja mi ſter. Por q̃ po la ley de charidade, primeyro ha de ſocorrer aos ſeus, ⁊ com tanto q̃ que os be ẽs, ou os ganhos nã não ſe j ão com ũs entre ho marido ⁊ a molher, ⁊ a admi ni ſtra ç ão re ſeruada ao marido, como ho ſ ão c õ m ũmente ne ſtes reynos De ſpanha."
azp1552_ch17_170,"¶ Se † a molher tem marido prodigo, ⁊ e ſc õde dos be ẽs contra ſua vontade, pera q̃ que em tempo de nece ſ ſidade proueja a ſi, ⁊ a elle, n ão fa ʒ mal, nem he obrigada a lhe obedecer, ſe lhe manda, q̃ que lhe de tudo o que tem. Angel. ver bo. Furt ũ. .§. 35."
azp1552_ch17_171,"¶ Do que os filhos tom ão ou d ão, do que he de ſeus pays."
azp1552_ch17_172,"SE tomou alg ũa cou ſa notauel da fa ʒenda do l. Si quis a liberis. §. Idem. ff. de lib. agno ſ. pay, pera ſi, contra ſua võtade vontade expre ſ ſa, ou ta cita. M. Porque nenhũ nenhum poder tem ho filho ſobre os be ẽs do pay em ſua vida, mais que de ſer ali m ẽtado delles, ſe do ſeu ho n ão pode. E por tan to o q̃ que delles tomar, ha ho  de re ſtituyr ao pay, ou ao menos a ſeus herdeyros, pola parte que lhe v ẽ a cada hũ hum, ſe ho pay em ſua vida nam lhe fe ʒ gra ça delles, ſeg ũdo segundo. S. Anto: 2. p. tit. 1. c. 15. .§. 1. ainda q̃ que os be ẽs q̃ ouue ſ ſe tomado fo ſ ſ ẽ Profecticios ou Adu ẽti cios ſeus, polo acima dito. Supra eod. c. n. 153."
azp1552_ch17_173,"E po ſto † q̃ que os ou ue ſ ſe tomado ꝑa para dar e ſmola ao q̃ n ão e ſtaua ẽ em ex trema nece ſ ſidade, ⁊ ainda ẽ em ca ſo della, ſe os to mou, ꝑa para doar ao nece ſ ſitado, a cuja nece ſ ſidade podia ſocorrer cõ com ſoomente lho ẽpre ſtar, polo q̃ que acima he dito Supra eod. c. illatione. 8. n. 90.. Pode tãb ẽ tambem tomar, qñ quando por alg ũas c õiecturas, cõ com re ʒ ão lhe parece q̃ que ſeu pay ho aue ra por bẽ bem, como quando cõ com ſua licen ça peregrina ou e ſtaa no e ſtudo, ⁊ lhe parece que ſeu pay ſera c õtente, q̃ que fa ça as e ſmolas Arg. l. Sil õ gius. ff. de Iudi. c ũ ei anhotatis. q̃ que os de ſua q̃lidade cu ſtum ão fa ʒer. Pode tambẽ tambem tomar, qñ quando os be ẽs Adu ẽticios ſ ão ſeus, quanto a propriedade, ⁊ ao v ſofructo, como ho ſam nos ca ſos acima ditos."
azp1552_ch17_174,Supra eod. cap. n. 153.
azp1552_ch17_175,"¶ Se † tomou dos be ẽs do pay dados em pecu lio Profecticio, ou dos fructos dos Adu ẽticios, q̃ pertenci ão a ſeu pay cõ com ſua võtade vontade, mais do q̃ que lhe podia dar, por exceder ſua legitima, ⁊ o q̃ que ho pay pode deyxar a q̃l q̃r qualquer e ſtranho, q̃ que por dereyto com ũ, as ve ʒes ſ ão dous ter ços, ⁊ outras a meta de. Auth. No ui ſ ſima. C. de inoffic. te ſta. E ſeg ũdo segundo ho de ſtes regnos de Portugal, o ter ço. Lib. 4. or di. tit. 70. E ſeg ũdo segundo ho  de Ca ſtella, o quinto ⁊ ainda ho ter ço ꝑa para melhorar ſeus filhos. l. 7. &amp;. 8. ad iuncta. l. 15. Tauri. E ſe morto o pay n ão q̃r comunicar aquilo demais, pecca. M. E he obrigado a re ſtituir. Per ſupra dicta iura. O me ſmo he, ſe to mou mais de ſua legitima, por doa ç ão n ão valio ſa de ſeu pay."
azp1552_ch17_176,"¶ Se tomou fruytos de alg ũa faʒ ẽda fazenda de ſeu pay em ſua vida, ⁊de ſpoys de morto, n ão quer partir com os outros irm ãos. M. Se ho pay nam lhos deyxou colher, com inten çam de remunerar ſeus ſerui ços, ou de lhos doar, com tanto que n ão ex ced ão, o que lhe podia doar."
azp1552_ch17_177,Bart. in. tra cta de du ob. fratrib. n. 1. &amp;. 23.
azp1552_ch17_178,"¶ Se † n ão quis partir cõ com ſeus hirm ãos, as cou ſas que ho pay lhe comprou, mas n ão lhas entre gou em vida, ainda que ſejam liuros, armas, ou outras cou ſas, q̃ que ſe for ão ẽtregues ẽ em vida do pay for ão b ẽs Ca ſtr ẽ ſes, ou qua ſi Ca ſtr ẽ ſes, ⁊ de to do do filho, quanto aa propriedade, ⁊ ao v ſo fru cto. M. porq̃ porque de todo ficar ão patrimoniaes, ⁊ han ſe de partir entre todos os hirm ãos, ainda q̃ que ao tempo que ho pay comprou as taes cou ſas, ho filho era ja doutor ou caualeiro: por q̃pera effeito de ſe fa ʒerem os taes b ẽs Ca ſtren ſes, ou q̃ ſi quasi Ca ſtren ſes, era nece ſ ſario, que ho pay em ſua vida lhos ouue ſ ſe entregado In. C. de Ca ſtr. pecul. lib. 12. Bar. in d. tract. n. 16.. E ho me ſmo ſe ha de di ʒer, dos liuros que ho pay c õprou ⁊ ẽtregou a ſeu filho eſt ãdo estando no e ſtudo, ſe n ão ſe fe ʒ doutor, ou n ão era ja m ãcipado, porq̃ porque n ão ſe fi ʒer ão b ẽs qua ſi Ca ſtr ẽ ſes."
azp1552_ch17_179,"† Uerdade he, que n ão he obri gado a lhos pagar, ou tornalos ao pre ço q̃ que cu ſta r ão, ſe valem agora menos, ſegundo hũa huma glo ſa In. l. illud. C. de colla ti., por todos recebida. N ẽ ainda ho mais, ſe ſua va lia creceo, ſeg ũdo segundo Raphael, aĩda ainda que ſi, ſeg ũdo segundo Ludouico Rom. q̃ que nos parece milhor. Argu. l. Se cund ũ na tur ã. ff. de regul. iur. c. Qui ſen tit. eod. tit. lib. 6."
azp1552_ch17_180,"¶ Se ho pay n ão tinha cou ſa alg ũa do filho, nã não ſeraa obrigado ho filho a c õtar em ſua legitima o q̃ que cõ com elle ga ſtou no e ſtudo: porẽ porem ſi, ſe ho pay ti nha em ſeu poder ho peculio Ca ſtren ſe, ou qua ſi Ca ſtr ẽ ſe do filho: porque ſe pre ſume q̃ que ho ga ſtou como admini ſtrador dos b ẽs  de ſeu filho, ſeg ũdo segundo Bartolo in. d. tract. duor ã fra trum. n. 16. arg. l. i. C. đ dot. ꝓmi ſ.. Ainda que no que deixa ho deuedor por vltima vontade ao acreedor, ſe fa ʒ deferen ça ſe a diuida era nece ſ ſaria, ou voluntariam ẽte fey ta, ſegundo a com ũ l. Si c ũ do t ẽ. §. Si p r̃. ff. Solu. ma tr. &amp; in .§. Sciend ũ. l. 1. C. de rei vxor. acti. c. Officii. de te ſtam.."
azp1552_ch17_181,"¶ Se tomou de ſeu pay algũ algum dinheiro pera o ter em peculio profecticio, ⁊ morto ho pay n ão ho quis partir com ſeus hirm ãos, nẽ nem contalo ẽ em par te de ſua legitima. M. ⁊ he obrigado ao re ſtituyr, ſaluo ſe ſeu pay lho deu por galard ão  de taes me recim ẽtos, que feitos por hũ hum e ſtranho ho obriga r ão o lhe dar outro tanto Sec ũdum m ẽt ẽ Bart. in d. tract. n. 23.. Ho me ſmo he q̃ndo ho pay comprou alg ũa cou ſa em nome do filho, que ja lho tinha merecido por ſeu trabalho. l. Filii ff. fa mil. herci ſ."
azp1552_ch17_182,"¶ Se ganhou alg ũa cou ſa com ho dinheiro do pay, ⁊ (morto elle) a n ão quis partir com ſeus hir m ãos. M. ⁊ he obrigado a re ſtituyr, ſaluo a parte do ganho que mereceo por ſeu trabalho ⁊ indu ſtria, como ho ouuera merecido qualq̃r qualquer e ſtranho polo que acima he dito Supra eo. cap. Facit. l. fin. C. de collati. &amp; Bart. in. d. tract. n. 23., porque i ſto n ão ha de partir com elles."
azp1552_ch17_183,"¶ Se † viu ẽdo ho pay lhe foy dada ou deixada alg ũa cou ſa por algũ algum e ſtranho, por ſoo re ſpeyto do pay ⁊ n ão ſeu, ⁊ (morto ho pay) n ão quis dar parte di ſ ſo aos hirm ãos. M. porq̃ porque ho tal he Pe culio Profecticio Per ſu p̃di. in hoc eo. cap. n. 154., mas n ão, ſe lhe foy dado, ou deyxado por re ſpecto de ſi me ſmo, ou em tempo que ja era mancipado l. Sed &amp; ſi. quid. ff. de v ſufruct. Bart. vbi ſu pra. n. 7.. E ſe n ão con ſta por q̃l qual re ſpecto dos ſobreditos lhe foy deixado, ha ſe  de conjecturar pola qualidade das pe ſ ſoas, ⁊ a con di ç ão, com q̃ que lhe ha deixado, ⁊ outras cou ſas ſe melh ãtes, q̃ que ſe hã hão de deixar, a juy ʒo de bõ bom varã varão. l. 1. ff. deiu re delibe. &amp;. c. De ca u ſis. de off. deleg."
azp1552_ch17_184,"¶ Se n ão quis pagar ſua parte, das diuidas ho ne ſtas, que ſeu hirm ão fe ʒ no e ſtudo em vida do pay, q̃ que la o mãdou mandou. M. ⁊ he obrigado a re ſtituyr l. Sed Iulia n ꝰ .§. pen. ff. ad Mace do. &amp; Bar. in. d. tract. n. 16. ainda que n ão he obrigado a contribuyr nos ga ſtos do e ſtudo, q̃ que quer c õtinuar, ſeg ũdo segundo Bart. vbi ſupra. n. 17."
azp1552_ch17_185,"¶ Se n ão quis contar ẽ em ſua legitima (morto ſeu pay) os ga ſtos que fez nece ſ ſarios em ſeus be ẽs Adu ẽticios, ou q̃ que redundau ão em perpetuo pro ueito delles, auendoos feyto ho pay cõ com võtade vontade de os pedir. M. ⁊ he obrigado a re ſtituyr, po ſto que n ão, ſe os fe ʒ cõ com vontade de os n ão pedir. E ſe n ão co ſta da võtade vontade do pay pre ſume ſe ( ſe ſam poucos) q̃ que os fe ʒ ſem võtade vontade de os repetir. Mas n ão, ſefor ão tam grandes, que exceder ão avalia dos fructos Bart. in. d. tract. n. 22.: Por ẽ ſe os ga ſtos, n ão er ã nece ſ ſa rios pera os taes b ẽs, nem redundar ão em per petuo proueito delles: mas ſoom ẽte no dos fruy tos, que ho pay colhia em ſua vida, n ão he obri gado ho filho (morto ho pay) a contalos na ſua legitima: porque todolos carregos ⁊ ga ſtos que redund ão em proueito dos fruytos, perten ç ẽ ao pay, poys tem ho v ſofructo, ſegundo Bartolo recebido. in. d. n. 22."
azp1552_ch17_186,"¶ Se tratou cõ com ho dinheiro do pay † ⁊ n ão quis c õmunicar cõ com ſeus hirm ãos o q̃ lhe foy dado por re ʒ ão do tal trato, como os outros ganhos. M. ⁊ he obrigado a re ſtituyr, ainda que n ão, ſe ho ou ue de algũ algum ſenhor, ou de outro qualq̃r qualquer, por re ʒ ão dami ʒade, que com elle tomou: po ſto q̃ que a tal ami ʒade nace ſ ſe, por re ʒ ão do trato, por quãto quanto ho tal he bem Aduenticio ſeu. Per ſupra dict. iahoc cap. n. 153. &amp; Bart. in d. trac. n. 11"
azp1552_ch17_187,"¶ Se (morto ho pay) n ão quis contar em ſua le gitima os b ẽs que ga ſtou do pay ẽ em jogos, ⁊ de ſ hone ſtidades, como ac õtece aas ve ʒes, q̃ que ho pay daa a ſeu filho e ſtudante dinheiro pera c õprar li uros, ⁊ elle ho ga ſta nas ſobreditas cou ſas. M. ⁊ he obrigado a re ſtituyr, ſegundo ho parecer de h ũa glo ſa l. Illud. C. đ Colat., ⁊ a comũ comum dos q̃ que e ſcreu ẽ ſobre ella."
azp1552_ch17_188,"¶ Se cometeo † algũ algum delicto, polo qual pagou ho pay a pena, por c õ ſtr ãgimento da ordena ç ão da terra, que mandaua que ho pay a paga ſ ſe de ſua legitima ⁊ (morto ho pay) n ão quis c õtalo e ſua legitima. M. cõ com obriga ç ão de re ſtituyr, ſe n ão quando po pay ſem c õ ſtr ãgim ẽto da tal ordena ç ão (mouido por piedade natural) ho pagou. Argu. l. Li ber captus C. de capt. &amp; Bal. de duob. frat. n. 31."
azp1552_ch17_189,"¶ Se n ão quis contar em ſua legitima os ga ſtos que ho pay fe ʒ nas ſuas vodas, cõ com animo  de lhos contar. M. cõ com obriga ç ão de re ſtituyr: mas n ão ſe ho fe ʒ ſ ẽ sem ho tal animo, como ſe p̃ ſume ẽ em duuida. In.§. fin. ff. de muner. &amp; honor. Bart. vbi ſu pra. n. 20. facit. l. Ex parte. §."
azp1552_ch17_190,Fi lius. c ũ gl. ff. fam. her ci ſ.
azp1552_ch17_191,"¶ Se † os ve ſtidos precio ſos ⁊ de fe ſta, ⁊ outros ornamentos, como perlas, aneys, pedras precio ſas, que ho ſogro deu a ſua molher, ⁊ ainda n ão er ão ga ſtados (morto ho ſogro) n ão quis tomar em conta na legitima della. M. cõ com obriga ç ão de re ſtituyr, ſe n ão ho decrarou em ſeu te ſtamento. Por q̃ n ão ſe pode di ʒer, que a doa ç ão delles, ſe c õfirmou pola morte do ſogro, por quanto n ão ſe pre ſume q̃ que he doa ç ão, ſe n ão conce ſ ſam pera v ſar delles Argu. l. Id ve ſtim ẽt ũ. ff. đ pecul. &amp;. h Mor tis. in fine. ff. de dona ti. int. vir. &amp; vxor. &amp; Bart. vbi ſu pra. n. 21.. N ẽ tãpouco tampoco he obrigado a contar os ne ce ſ ſarios, pera ho v ſo comũ comum de cada dia, porque ſam de ſua molher, por quanto des do principio valeo a doa ç ão, que ho ſogro lhe fe ʒ. Nem ainda os precio ſos, no pre ço que ſe comprar ão, ſe n ão naquelle, q̃ que ao tempo da c õta valerem: nẽ nem ainda no tal, ſe as rique ʒas, ou a dignida  das pe ſ ſoas ſam tam gr ãdes, que fa ʒem pre ſumir doa ç ão del les l. Filius. ff. de donati. Sylu. verb. peculi ũ. 2. q. 12.. N ẽ os ve ſtidos  de doo, porq̃ porque ſ ã da molher. Per glo. in l. Ex re do minii. ff. de ſtipul. ſoru. &amp; Angel. verb. Pecu li ũ. §. 21."
azp1552_ch17_192,"¶ Se o que offerecer ão aa molher ſeus par ẽtes por pre ſente, ho tomou pera ſi, como tomou o q̃ que ſeus proprios parentes delle, lhe offerecer ão. M. ⁊ he obrigado a re ſtituyr: porque o q̃ que ſeus paren tes lhe do ã, he pera ſi: ⁊ o que pera ſua molher lhe d ão os ſeus, he pera ella. Bart. in. l. Sed ſi plu res. §. In ar rogato. ff. de vulg. pu pill."
azp1552_ch17_193,¶ Dos fal ſarios.
azp1552_ch17_194,"SE fal ſou moeda em ſua ſub ſtancia, pe ſo, ou for ma: ou v ſou da fal ſa, ſabendo que era tal. M. ſegundo a mente de todos in c. Q ñto de iur. iur., ⁊ he obrigado a re stituyr ho d ãno, ſe a fal ſidade foy na ſub ſtancia . ſ. poendo, ou mi ſturando hũ hum metal por outro l. Paul ꝰ. ff. de ſoluti.: ou no pe ſo, deitando menos por mays. l. 1. §. 1. ff. de contrah. empti. Porem n ão, ſe ſomente a fal ſou na forma, baten doa ſem ter poder pera i ſ ſo, ou p õdolhe ho final ⁊ forma alhea, ſem con ſentimento de cuja era. Por q̃ nas duas primeiras fal ſidades d ãnificou ao ꝓximo, ⁊ na derradeira n ão. E ha de re ſtituyr a quem ſe fe ʒ ho d ãno, ⁊ ſe n ão pode ſaber quem he, aos pobres Arg. c. C ũ tu. de v ſur.. E n ão ho e ſcu ſa q̃ que tal a recebeo doutr ẽ, porq̃ porque ſeu erro n ão ha de empecer a outr ẽ. Sen ão ſabia que era fal ſa, he e ſcu ſado durãdo durando a ignorancia, mas de ſpoys q̃ que ho ſouber, fica obriga do a ſati ſfa ʒer ao d ãnificado, po ſto que aquelle que delle a recebeo a ouue ſ ſe ga ſtado por boa, ſe era de notauel valia, ⁊ doutra maneira n ão."
azp1552_ch17_195,Per. d. in hoc eod. c. n. 3.
azp1552_ch17_196,"¶ Se † cerceou com ti ſouras, ou adelga çou com agoas fortes alg ũa moeda. M. com obriga ç ão  de re ſtituyr, ſegundo a glo ſa recebida, In. d. c. Qu anto. de iu reiur. ſaluo q̃ndo por autoridade do q̃ que as mandou bater, cerceou as que ſair ão milhores do q̃ que deui ão: ⁊ as torn ão a ſeu ju ſto pre ço: Por q̃ os que por authoridade priuada a cerce ão, obrigados ſam a re ſtituyr o q̃ que tinh ão demais, ao rey q̃ que as mandou bater, ou ao moedeiro, que as bateo, ſe aa ſua c õta lhe ficou aquilo demais."
azp1552_ch17_197,"¶ Se fal ſou e ſcriptura em d ãno doutr ẽ, ou v ſou della, ſabendo que era fal ſa: ou malicio ſamente a e ſcondeo: ou deu dinheiro, ou rogou ao e ſcriu ão, que lhe fi ʒe ſ ſe algũ algum te ſtamento, ou outra e ſcriptu ra fal ſa. M. Tot ũ tit. ff. &amp;. C. ad. l. Corneli ã. de fal ſar. ⁊ he obrigado are ſtituyr, todo ho d ã no, q̃ que por i ſ ſo ſe ſeguio. E ſe as letras er ão do pa pa, he excomungado de excomunh ão re ſeruada a elle c. Ad fal ſa rior ũ. đ cri mine fal ſ.: po ſto q̃ que n ão tira ſ ſe ſe n ão hũa huma letra, ou hũ hum ponto que n ão muda ſ ſe ſub ſtancia, ſegundo a co m ũ In c. Dura. de crimin. fal ſ. &amp; pan. in c. Ex li teris de fi de in ſtr.: ho qual n ão cremos ſer verda verdade, ao menos quanto ao foro da con ſciencia, como de ſpois de ger ſam ho tiuemos em outra parte In c. Ad au dientiam. l. de re ſcri.. Como t ã pouco, o que em ẽda as letras, que ja n ão valem nada, por auer e ſpirado ſeu vigor, n ão incorre ne la ſegundo Richardo. in. 4. d. 18. art. 12. q. 3."
azp1552_ch17_198,"¶ Se fal ſou pe ſos, bal ã ças, ou medidas, ou v ſou dellas, conhecendo que er ão taes. M. com obri ga çam de re ſtituyr. c. 2. de em pti. &amp; ven diti."
azp1552_ch17_199,"¶ Se fal ſou ſinal ou ſello do p̃lado, ou de outros quae ſquer. M. com obriga ç ão de re ſtituyr ho d ã no, que por i ſ ſo ſe ſeguio, ſegundo. S. Anton. 2. ꝑt. tit. 1. c. 18. §. 7."
azp1552_ch17_200,¶ Das cou ſas achadas.
azp1552_ch17_201,"SE achou alg ũa cou ſa notauel alhea, n ão ẽgey tada de ſeu dono, ⁊ a tomou pera ſi c. Si ꝗd in ueni ſti. 14. q. 5. , ou n ão a fe ʒ apregoar em lugares pubricos, pera q̃ que vie ſ ſe a noticia do q̃ que a ꝑdeo. M. ſegundo Scoto recebi do. In. 4. d. 15. art. 4. ad. 2. &amp;. 3. Di ſ ſemos (notauel alhea) porq̃ porque tomar cou ſa pequena n ão he mortal Per ſupra dicta in. c. 11. n. 4. , nem t ã pouco he ve nial tomar o que nunca foy de ningu ẽ, como ſam as a ues ⁊ be ſtas feras, as perlas ⁊ pedras preci o ſas, que ſe ach ão ne beyra do mar, que ſam da q̃ les que as ach ão ⁊ tom ão .§. Item la pilli. In ſti. de rer ũ. di ui ſ. . Qual he tambẽ tambem o q̃ em algũ algum tempo foy de alguẽ alguem, porẽ porem n ão de muyto tempo pera ca: como os the ſouros, de q̃ que logo di remos. Quaes tambẽ tambem ſam as cou ſas engeitadas de ſeus donos l. Fal ſus .§. Si iact ũ. ff. de furt. l. Interd ũ. ff. de acquir. po ſ ſ. &amp;. §. fin. In ſtit. de rer. di ui ſ. . Pre ſume ſe auer engeitado ſua cou ſa ho ſenhor, por conjecturas, como quando ſe cala, ⁊ n ão a bu ſca nẽ nem a fa ʒ bu ſcar, ſeg ũdo segundo Fre derico de ſenis In c õ ſil. 17. , ou quando l ã ça ho liuro aber to no mar, ainda que feja em tempo de fortuna Gl. in. d. §. 81 iactum. . Porem n ão por ſom ẽte somente ho deytar no mar, ou no rio por cau ſa da tempe ſtade l. Qui leuande. ff. ad. l. Rhod. de iact. : nẽ nem menos por lho leuar a crecente do rio argu. l. Nauigia. C. de furt. c. Exc õicationi. de rapto. ."
azp1552_ch17_202,"E † ſe de ſpoys de apre goada, ou den ũciada a tal cou ſa, nos lugares pu bricos pera i ſ ſo nece ſ ſarios, n ão aparecu ho ſ ñor, ha ſe de re ſtituyr aos pobres Arg. c. C đ tu. c ũ ei an not. đ v ſu. : ⁊ ainda ho me ſmo q̃ a achou ( ſe he pobre) a pode temar ꝑa para ſi toda, ou parte dela, como ꝑa para pobre que he, ao menos c õ con ſelho de ſeu confe ſ ſor, ⁊ rogue a deos por cuja he, polo que ẽ em outra parte di ſ ſemos in repet. c. Q ñ. de c õ ſecr. d. 1. no tab. 7. n. 34 . Mas olhe q̃ que ſua cobi ça ho n ão engane, nẽ nem ho fa ça ma ys pobre do que he, pera a tomar pera ſi. Argu. cap. Quatuor. 11. q. 3. Ma ior. in 4. d. 15. q. 8."
azp1552_ch17_203,"¶ Se (a ca ſo) achou the ſouro e ſc õdido ẽ em lugar alheo, ⁊ n ão deu ametade ao ſe ñor: ou ſe de ꝓpo ſito cauou ſem licẽ ça licença do ſ ñor, ⁊ ho achou, ⁊ n ão lho deu todo, tir ãdo ho p̃mio  de ſeu trabalho, cõ com forme a dereyto, ⁊ ao q̃ que logo ſe dira. M. ſeg ũdo segundo a m ẽte de hũa huma gl. In. c. Si ꝗd. 14. q. 5. Pera crara ç ã do q̃l qual di ʒemos q̃ the ſouro he dinheyro amoedado, ou por amoe dar, e ſc õdido debayxo da terra, ou ẽ em algũ algum outro lugar, cujo ſe ñor n ão ſe ſabe, 7 de cujo e ſc õdim ẽ to n ão ha hi memoria l. Nunqu ã. .§. The ſau r ꝰ. ff. de ac quir. rer. domin. &amp; l. 1. C. đ the ſau. lib. 10. . E ſeg ũdo segundo dereito, he to do da q̃le q̃ que ho acha ẽ em cou ſas ſuas, q̃nto quanto ao ſe ño recto ⁊ vtil. E ſe ho achou a ca ſo em lugar alheo, a merade he, do q̃ que ho acha, ⁊ a outra do ſenhor do lugar onde ſe achou. E ſe ho achou (bu ſcan doo de propo ſito) todo he do que ho acha, ſeg ũ do muytos, ⁊ ſegundo outros, todo he do ſenhor do lugar, onde ſe acha. E e ſtes tem re ʒ ão, q̃ndo ſe bu ſcou ſem licẽ ça licença ⁊ con ſentimento do ſe ñor: ⁊ os outros, quãdo quando ſe bu ſcou c author=""bragagnolo"" timestamp=""20190531T204320+0200"" comment=""@ Andreas, David: dagger related to pilcrow sign"" õ ſeu cõ ſentim ẽto consentimento. vt colligit ex. d. l. 1. &amp; re ſoluit Syl ue ſt. in au rea ro ſa/ca ſu. 39. &amp; in ſua verb. In uent ũ. q. 3."
